id,Brand,Manifacture_Year,Car_Age_2024,Entry_price,Price_2024
1555,Ford_Grand C-Max_2019,2019,5,92649.2,46321.93
1556,Ford_Grand C-Max_2020,2020,4,92649.2,46513.88
1557,Ford_Grand Tourneo Connect_2013,2013,11,65424.8,60861.24
1558,Ford_Grand Tourneo Connect_2014,2014,10,65424.8,60886.89
1559,Ford_Grand Tourneo Connect_2015,2015,9,65424.8,60912.54
1560,Ford_Grand Tourneo Connect_2016,2016,8,67188.8,60861.25
1561,Ford_Grand Tourneo Connect_2017,2017,7,70324.8,60785.17
1562,Ford_Grand Tourneo Connect_2018,2018,6,81947.6,60546.31
1563,Ford_Ka_1998,1998,26,30752.4,9736.79
1564,Ford_Ka_1999,1999,25,26714.8,10658.91
1565,Ford_Ka_2000,2000,24,26714.8,10831.27
1566,Ford_Ka_2001,2001,23,26714.8,11003.64
1567,Ford_Ka_2002,2002,22,24892.0,11529.84
1568,Ford_Ka_2003,2003,21,24970.4,11670.58
1569,Ford_Ka_2004,2004,20,25997.44,11641.95
1570,Ford_Ka_2005,2005,19,26859.84,11670.57
1571,Ford_Ka_2006,2006,18,27251.84,11787.56
1572,Ford_Ka_2007,2007,17,27165.6,11975.88
1573,Ford_Ka_2008,2008,16,27165.6,12151.89
1574,Ford_Ka_2009,2009,15,28663.04,12158.64
1575,Ford_Ka_2010,2010,14,31124.8,12119.26
1576,Ford_Ka_2011,2011,13,33280.8,12163.99
1577,Ford_Ka_2012,2012,12,33986.4,12335.76
1578,Ford_Ka_2013,2013,11,33986.4,12555.12
1579,Ford_Ka_2014,2014,10,34260.8,12760.65
1580,Ford_Ka_2015,2015,9,34848.8,12955.38
1581,Ford_Ka_2016,2016,8,35044.8,13171.48
1582,Ford_Ka_2017,2017,7,35044.8,13396.05
1583,Ford_Ka_2018,2018,6,37553.6,13553.51
1584,Ford_Ka_2019,2019,5,37553.6,13789.27
1585,Ford_Ka_2020,2020,4,43414.0,13940.66
1586,Ford_Kuga_2008,2008,16,72112.32,54870.2
1587,Ford_Kuga_2009,2009,15,72112.32,54956.43
1588,Ford_Kuga_2010,2010,14,79517.2,54644.01
1589,Ford_Kuga_2011,2011,13,79517.2,54758.71
1590,Ford_Kuga_2012,2012,12,81026.4,54811.44
1591,Ford_Kuga_2013,2013,11,81026.4,54931.3
1592,Ford_Kuga_2014,2014,10,81398.8,55038.72
1593,Ford_Kuga_2015,2015,9,77596.4,55279.3
1594,Ford_Kuga_2016,2016,8,77596.4,55387.14
1595,Ford_Kuga_2017,2017,7,78576.4,55470.17
1596,Ford_Kuga_2018,2018,6,87572.8,55408.58
1597,Ford_Kuga_2019,2019,5,88160.8,55540.4
1598,Ford_Kuga_2020,2020,4,89336.8,55669.12
1599,Ford_Maverick_1998,1998,26,75499.2,-3289.41
1600,Ford_Maverick_1999,1999,25,71461.6,-2884.38
1601,Ford_Maverick_2001,2001,23,69834.8,-2149.23
1602,Ford_Maverick_2002,2002,22,69834.8,-1791.37
1603,Ford_Maverick_2003,2003,21,69834.8,-1433.51
1604,Ford_Maverick_2004,2004,20,69834.8,-1075.64
1605,Ford_Mondeo_1998,1998,26,54272.4,47803.82
1606,Ford_Mondeo_1999,1999,25,50215.2,48555.51
1607,Ford_Mondeo_2000,2000,24,50215.2,48566.35
1608,Ford_Mondeo_2001,2001,23,54154.8,47939.44
1609,Ford_Mondeo_2002,2002,22,54154.8,47978.01
1610,Ford_Mondeo_2003,2003,21,54135.2,48019.26
1611,Ford_Mondeo_2004,2004,20,54135.2,48057.7
1612,Ford_Mondeo_2005,2005,19,58043.44,47643.83
1613,Ford_Mondeo_2006,2006,18,57937.6,47716.92
1614,Ford_Mondeo_2007,2007,17,57937.6,47778.56
1615,Ford_Mondeo_2008,2008,16,58043.44,47830.57
1616,Ford_Mondeo_2009,2009,15,60505.2,47691.57
1617,Ford_Mondeo_2010,2010,14,66600.8,47361.89
1618,Ford_Mondeo_2011,2011,13,66600.8,47466.51
1619,Ford_Mondeo_2012,2012,12,61798.8,47839.1
1620,Ford_Mondeo_2013,2013,11,61798.8,47921.38
1621,Ford_Mondeo_2014,2014,10,61798.8,48003.67
1622,Ford_Mondeo_2015,2015,9,78164.8,47502.33
1623,Ford_Mondeo_2016,2016,8,78164.8,47649.46
1624,Ford_Mondeo_2017,2017,7,75381.6,47859.88
1625,Ford_Mondeo_2018,2018,6,75381.6,47997.97
1626,Ford_Mustang_2015,2015,9,115992.8,173160.28
1627,Ford_Mustang_2016,2016,8,115992.8,172972.78
1628,Ford_Mustang_2017,2017,7,122833.2,172559.39
1629,Ford_Mustang_2018,2018,6,128536.8,172258.47
1630,Ford_Puma_1998,1998,26,51156.0,49482.74
1631,Ford_Puma_1999,1999,25,53508.0,49074.41
1632,Ford_Puma_2000,2000,24,47490.8,50210.4
1633,Ford_Puma_2001,2001,23,47490.8,50191.66
1634,Ford_Puma_2002,2002,22,47490.8,50172.93
1635,Ford_Puma_2003,2003,21,47490.8,50154.19
1636,Ford_S-Max_2006,2006,18,65726.64,46250.33
1637,Ford_S-Max_2007,2007,17,65726.64,46355.23
1638,Ford_S-Max_2008,2008,16,67580.8,46334.09
1639,Ford_S-Max_2009,2009,15,70328.72,46283.21
1640,Ford_S-Max_2010,2010,14,79046.8,45992.6
1641,Ford_S-Max_2011,2011,13,79046.8,46145.88
1642,Ford_S-Max_2012,2012,12,82300.4,46185.91
1643,Ford_S-Max_2013,2013,11,88494.0,46172.1
1644,Ford_S-Max_2014,2014,10,89670.0,46322.9
1645,Ford_S-Max_2015,2015,9,90454.0,46488.04
1646,Ford_S-Max_2016,2016,8,95432.4,46584.36
1647,Ford_S-Max_2017,2017,7,100724.4,46705.9
1648,Ford_S-Max_2018,2018,6,102664.8,46889.31
1649,Ford_Streetka_2002,2002,22,48274.8,-831.84
1650,Ford_Streetka_2003,2003,21,48255.2,-493.07
1651,Ford_Streetka_2004,2004,20,49047.04,-172.12
1652,Ford_Streetka_2005,2005,19,49047.04,167.05
1653,Ford_Streetka_2006,2006,18,49047.04,506.21
1654,Ford_Streetka_2007,2007,17,49047.04,845.37
1655,Ford_Tourneo Connect_2013,2013,11,55624.8,48300.57
1656,Ford_Tourneo Connect_2014,2014,10,55624.8,48348.47
1657,Ford_Tourneo Connect_2015,2015,9,56408.8,48353.33
1658,Ford_Tourneo Connect_2016,2016,8,56604.8,48396.62
1659,Ford_Tourneo Connect_2017,2017,7,56996.8,48434.2
1660,Ford_Tourneo Connect_2018,2018,6,65816.8,48220.37
1661,Ford_Transit Courier_2019,2019,5,70050.4,48380.79
1662,Ford_Transit Courier_2020,2020,4,70050.4,48498.75
1663,Ford_Transit Courier_2021,2021,3,72872.8,48584.87
1664,Honda_Accord_1999,1999,25,59270.4,11728.75
1665,Honda_Accord_2000,2000,24,54742.8,12241.1
1666,Honda_Accord_2001,2001,23,54742.8,12500.81
1667,Honda_Accord_2002,2002,22,54154.8,12792.12
1668,Honda_Accord_2003,2003,21,54154.8,13050.4
1669,Honda_Accord_2004,2004,20,64013.6,12896.77
1670,Honda_Accord_2005,2005,19,64354.64,13164.25
1671,Honda_Accord_2006,2006,18,65119.04,13419.94
1672,Honda_Accord_2007,2007,17,66491.04,13661.72
1673,Honda_Accord_2008,2008,16,66491.04,13944.8
1674,Honda_Accord_2009,2009,15,73166.8,14078.83
1675,Honda_Accord_2010,2010,14,80771.6,14241.38
1676,Honda_Accord_2011,2011,13,80771.6,14543.73
1677,Honda_Accord_2012,2012,12,84221.2,14802.0
1678,Honda_Accord_2013,2013,11,85848.0,15090.09
1679,Honda_Accord_2014,2014,10,88337.2,15373.96
1680,Honda_Accord_2015,2015,9,90022.8,15670.17
1681,Honda_CR-V_1998,1998,26,63798.0,62423.59
1682,Honda_CR-V_1999,1999,25,62622.0,62611.5
1683,Honda_CR-V_2000,2000,24,66150.0,62109.86
1684,Honda_CR-V_2001,2001,23,60034.8,63000.1
1685,Honda_CR-V_2002,2002,22,60034.8,62983.26
1686,Honda_CR-V_2003,2003,21,64738.8,62342.6
1687,Honda_CR-V_2004,2004,20,65522.8,62264.74
1688,Honda_CR-V_2005,2005,19,65863.84,62245.3
1689,Honda_CR-V_2006,2006,18,68588.24,61998.21
1690,Honda_CR-V_2007,2007,17,69960.24,61913.05
1691,Honda_CR-V_2008,2008,16,77623.84,61400.04
1692,Honda_CR-V_2009,2009,15,77129.92,61506.21
1693,Honda_CR-V_2010,2010,14,79732.8,61434.56
1694,Honda_CR-V_2011,2011,13,80458.0,61482.66
1695,Honda_CR-V_2012,2012,12,82574.8,61475.76
1696,Honda_CR-V_2013,2013,11,82574.8,61570.52
1697,Honda_CR-V_2014,2014,10,83868.4,61619.44
1698,Honda_CR-V_2015,2015,9,84887.6,61687.16
1699,Honda_CR-V_2016,2016,8,84887.6,61790.02
1700,Honda_CR-V_2017,2017,7,89846.4,61781.18
1701,Honda_CR-V_2018,2018,6,90963.6,61879.87
1702,Honda_CR-Z_2010,2010,14,66420.48,23343.34
1703,Honda_CR-Z_2011,2011,13,66420.48,23578.17
1704,Honda_CR-Z_2012,2012,12,69148.8,23738.58
1705,Honda_CR-Z_2013,2013,11,70481.6,23948.21
1706,Honda_Civic_1998,1998,26,38474.8,36750.5
1707,Honda_Civic_1999,1999,25,38474.8,36764.39
1708,Honda_Civic_2000,2000,24,38474.8,36778.28
1709,Honda_Civic_2001,2001,23,38690.4,36743.71
1710,Honda_Civic_2002,2002,22,38690.4,36759.7
1711,Honda_Civic_2003,2003,21,38690.4,36775.7
1712,Honda_Civic_2004,2004,20,38639.44,36801.61
1713,Honda_Civic_2005,2005,19,38639.44,36817.11
1714,Honda_Civic_2006,2006,18,39423.44,36697.84
1715,Honda_Civic_2007,2007,17,50536.64,35341.32
1716,Honda_Civic_2008,2008,16,51124.64,35392.49
1717,Honda_Civic_2009,2009,15,50963.92,35513.39
1718,Honda_Civic_2010,2010,14,53312.0,35443.93
1719,Honda_Civic_2011,2011,13,53312.0,35563.05
1720,Honda_Civic_2012,2012,12,54448.8,35613.8
1721,Honda_Civic_2013,2013,11,65934.4,35226.65
1722,Honda_Civic_2014,2014,10,62406.4,35522.74
1723,Honda_Civic_2015,2015,9,62406.4,35681.63
1724,Honda_Civic_2016,2016,8,62406.4,35840.52
1725,Honda_Civic_2017,2017,7,64346.8,35950.2
1726,Honda_Civic_2018,2018,6,72872.8,35957.4
1727,Honda_FR-V_2004,2004,20,57102.64,5303.12
1728,Honda_FR-V_2005,2005,19,57102.64,5615.79
1729,Honda_FR-V_2006,2006,18,57671.04,5914.38
1730,Honda_FR-V_2007,2007,17,59631.04,6183.94
1731,Honda_FR-V_2008,2008,16,62375.04,6446.5
1732,Honda_FR-V_2009,2009,15,62359.36,6766.14
1733,Honda_HR-V_1999,1999,25,50234.8,81634.93
1734,Honda_HR-V_2000,2000,24,50234.8,81429.9
1735,Honda_HR-V_2001,2001,23,51410.8,80910.76
1736,Honda_HR-V_2002,2002,22,52978.8,80339.54
1737,Honda_HR-V_2003,2003,21,52978.8,80165.44
1738,Honda_HR-V_2004,2004,20,58074.8,78997.83
1739,Honda_HR-V_2005,2005,19,58415.84,78816.11
1740,Honda_HR-V_2015,2015,9,70324.8,76819.47
1741,Honda_HR-V_2016,2016,8,72284.8,76692.48
1742,Honda_HR-V_2017,2017,7,73068.8,76638.41
1743,Honda_HR-V_2018,2018,6,74891.6,76560.01
1744,Honda_HR-V_2019,2019,5,75793.2,76527.73
1745,Honda_HR-V_2020,2020,4,79242.8,76455.12
1746,Honda_HR-V_2021,2021,3,80222.8,76454.77
1747,Honda_Insight_2000,2000,24,66150.0,26816.9
1748,Honda_Insight_2001,2001,23,66150.0,27020.96
1749,Honda_Insight_2002,2002,22,66150.0,27225.03
1750,Honda_Insight_2003,2003,21,66267.6,27422.09
1751,Honda_Insight_2004,2004,20,66287.2,27625.37
1752,Honda_Insight_2005,2005,19,66628.24,27811.58
1753,Honda_Insight_2006,2006,18,67157.44,27990.53
1754,Honda_Insight_2009,2009,15,60446.4,28919.47
1755,Honda_Insight_2010,2010,14,63692.16,28959.06
1756,Honda_Insight_2011,2011,13,63778.4,29152.44
1757,Honda_Insight_2012,2012,12,66404.8,29257.0
1758,Honda_Insight_2013,2013,11,76361.6,29193.26
1759,Honda_Insight_2014,2014,10,78576.4,29376.57
1760,Honda_Integra_1998,1998,26,75852.0,28607.84
1761,Honda_Integra_1999,1999,25,79654.4,28612.12
1762,Honda_Integra_2000,2000,24,79654.4,28835.8
1763,Honda_Integra_2001,2001,23,75852.0,29253.55
1764,Honda_Integra_2002,2002,22,75852.0,29468.78
1765,Honda_Jazz_2002,2002,22,34770.4,27752.15
1766,Honda_Jazz_2003,2003,21,34770.4,27815.55
1767,Honda_Jazz_2004,2004,20,33151.44,28199.9
1768,Honda_Jazz_2005,2005,19,33151.44,28247.25
1769,Honda_Jazz_2006,2006,18,33935.44,28151.28
1770,Honda_Jazz_2007,2007,17,34151.04,28170.46
1771,Honda_Jazz_2008,2008,16,34895.84,28113.64
1772,Honda_Jazz_2009,2009,15,34688.08,28207.64
1773,Honda_Jazz_2010,2010,14,39944.8,27663.41
1774,Honda_Jazz_2011,2011,13,42865.2,27516.04
1775,Honda_Jazz_2012,2012,12,44060.8,27554.7
1776,Honda_Jazz_2013,2013,11,45276.0,27610.82
1777,Honda_Jazz_2014,2014,10,45628.8,27730.96
1778,Honda_Jazz_2015,2015,9,45628.8,27872.55
1779,Honda_Jazz_2016,2016,8,45628.8,28014.15
1780,Honda_Jazz_2017,2017,7,53272.8,27904.24
1781,Honda_Jazz_2018,2018,6,54488.0,28053.07
1782,Honda_Jazz_2019,2019,5,55428.8,28217.58
1783,Honda_Jazz_2020,2020,4,56977.2,28381.04
1784,Honda_Legend_1998,1998,26,132790.0,-283.51
1785,Honda_Legend_1999,1999,25,124714.8,125.3
1786,Honda_Legend_2000,2000,24,124714.8,488.38
1787,Honda_Legend_2001,2001,23,124714.8,851.45
1788,Honda_Legend_2002,2002,22,124714.8,1214.53
1789,Honda_Legend_2003,2003,21,124714.8,1577.61
1790,Honda_Legend_2004,2004,20,124714.8,1940.68
1791,Honda_Legend_2005,2005,19,125055.84,2302.26
1792,Honda_Legend_2006,2006,18,141127.84,2606.28
1793,Honda_Legend_2007,2007,17,141127.84,2972.72
1794,Honda_Legend_2008,2008,16,141127.84,3339.16
1795,Honda_Legend_2009,2009,15,138658.24,3712.43
1796,Honda_S2000_1999,2000,24,109034.8,32438.74
1797,Honda_S2000_2000,2000,24,109034.8,32438.74
1798,Honda_S2000_2001,2000,24,101194.8,32696.26
1799,Honda_S2000_2002,2000,24,101194.8,32696.26
1800,Honda_S2000_2003,2000,24,101194.8,32696.26
1801,Honda_S2000_2004,2000,24,103154.8,32628.21
1802,Honda_S2000_2005,2000,24,103495.84,32616.63
1803,Honda_S2000_2006,2000,24,104260.24,32590.96
1804,Honda_S2000_2007,2000,24,106043.84,32532.49
1805,Honda_S2000_2008,2000,24,106043.84,32532.49
1806,Honda_S2000_2009,2000,24,106424.08,32520.28
1807,Honda_S2000_2010,2000,24,110602.8,32391.61
1808,Honda_Stream_2001,2001,23,58133.6,-2031.63
1809,Honda_Stream_2002,2002,22,58133.6,-1680.4
1810,Honda_Stream_2003,2003,21,58133.6,-1329.17
1811,Honda_Stream_2004,2004,20,65914.8,-1074.21
1812,Honda_Stream_2005,2005,19,66255.84,-721.69
1813,Hummer_H2_2007,2007,17,190982.4,84129.31
1814,Hummer_H2_2008,2008,16,190276.8,84351.92
1815,Hummer_H2_2009,2009,15,186325.44,84620.67
1816,Hummer_H2_2010,2010,14,194196.8,84723.36
1817,Hummer_H3_2007,2007,17,102488.4,70835.79
1818,Hummer_H3_2008,2008,16,102076.8,70967.42
1819,Hummer_H3_2009,2009,15,99905.12,71171.09
1820,Hummer_H3_2010,2010,14,112249.2,70837.98
1821,Hyundai_Accent_1998,1998,26,26730.48,-7043.38
1822,Hyundai_Accent_1999,1999,25,26730.48,-6684.81
1823,Hyundai_Accent_2000,2000,24,25868.08,-6299.49
1824,Hyundai_Accent_2001,2001,23,27494.88,-5989.04
1825,Hyundai_Accent_2002,2002,22,27494.88,-5629.54
1826,Hyundai_Accent_2003,2003,21,27636.0,-5273.53
1827,Hyundai_Accent_2004,2004,20,30779.84,-4979.91
1828,Hyundai_Accent_2005,2005,19,30779.84,-4616.94
1829,Hyundai_Accent_2006,2006,18,30779.84,-4253.97
1830,Hyundai_Accent_2007,2007,17,34719.44,-3947.0
1831,Hyundai_Accent_2008,2008,16,35005.6,-3584.1
1832,Hyundai_Accent_2009,2009,15,34848.8,-3215.91
1833,Hyundai_Amica_2000,2000,24,26162.08,428.11
1834,Hyundai_Amica_2001,2001,23,26162.08,711.71
1835,Hyundai_Amica_2002,2002,22,26162.08,995.31
1836,Hyundai_Amica_2003,2003,21,26930.4,1213.97
1837,Hyundai_Amica_2005,2005,19,22939.84,2135.41
1838,Hyundai_Amica_2006,2006,18,22939.84,2403.79
1839,Hyundai_Amica_2007,2007,17,18933.6,3116.85
1840,Hyundai_Amica_2008,2008,16,18933.6,3359.07
1841,Hyundai_Amica_2009,2009,15,22873.2,3214.31
1842,Hyundai_Coupe_1998,1998,26,54190.08,-4747.65
1843,Hyundai_Coupe_1999,1999,25,54170.48,-4388.5
1844,Hyundai_Coupe_2000,2000,24,52269.28,-4000.71
1845,Hyundai_Coupe_2001,2001,23,49838.88,-3604.54
1846,Hyundai_Coupe_2002,2002,22,49838.88,-3248.58
1847,Hyundai_Coupe_2003,2003,21,56154.0,-2977.74
1848,Hyundai_Coupe_2004,2004,20,56103.04,-2617.15
1849,Hyundai_Coupe_2005,2005,19,57259.44,-2269.46
1850,Hyundai_Coupe_2006,2006,18,57259.44,-1908.83
1851,Hyundai_Coupe_2007,2007,17,58631.44,-1560.68
1852,Hyundai_Coupe_2008,2008,16,61073.6,-1218.92
1853,Hyundai_Coupe_2009,2009,15,60897.2,-855.05
1854,Hyundai_Coupe_2010,2010,14,69619.2,-544.29
1855,Hyundai_Elantra_1998,1998,26,40862.08,-1620.95
1856,Hyundai_Elantra_1999,1999,25,40862.08,-1294.76
1857,Hyundai_Elantra_2000,2000,24,40862.08,-968.57
1858,Hyundai_Elantra_2001,2001,23,40862.08,-642.38
1859,Hyundai_Elantra_2002,2002,22,42453.6,-370.46
1860,Hyundai_Elantra_2003,2003,21,42434.0,-41.19
1861,Hyundai_Elantra_2004,2004,20,42383.04,288.96
1862,Hyundai_Elantra_2005,2005,19,42422.24,616.4
1863,Hyundai_Elantra_2006,2006,18,42422.24,945.01
1864,Hyundai_Genesis_2014,2014,10,183652.0,108182.8
1865,Hyundai_Genesis_2015,2015,9,183652.0,108340.52
1866,Hyundai_Genesis_2016,2016,8,185318.0,108481.39
1867,Hyundai_Genesis_2017,2017,7,194157.6,108567.22
1868,Hyundai_Genesis_2018,2018,6,194157.6,108737.62
1869,Hyundai_Getz_2002,2002,22,26930.4,-1266.64
1870,Hyundai_Getz_2003,2003,21,26910.8,-954.51
1871,Hyundai_Getz_2004,2004,20,26859.84,-640.61
1872,Hyundai_Getz_2005,2005,19,26859.84,-329.94
1873,Hyundai_Getz_2006,2006,18,26859.84,-19.27
1874,Hyundai_Getz_2007,2007,17,28819.84,197.37
1875,Hyundai_Getz_2008,2008,16,29125.6,500.84
1876,Hyundai_Getz_2009,2009,15,29243.2,813.31
1877,Hyundai_Grandeur_2006,2006,18,102888.24,2557.37
1878,Hyundai_Grandeur_2007,2007,17,102888.24,2915.09
1879,Hyundai_Grandeur_2008,2008,16,104448.4,3264.62
1880,Hyundai_Grandeur_2009,2009,15,103370.4,3628.14
1881,Hyundai_Grandeur_2010,2010,14,106016.4,3974.1
1882,Hyundai_Ioniq_2016,2016,8,78164.8,68164.22
1883,Hyundai_Ioniq_2017,2017,7,78164.8,68212.44
1884,Hyundai_Ioniq_2018,2018,6,81300.8,68181.1
1885,Hyundai_Kona_2017,2017,7,62641.6,63887.47
1886,Hyundai_Kona_2018,2018,6,62641.6,63880.0
1887,Hyundai_Matrix_2001,2001,23,42410.48,-2592.37
1888,Hyundai_Matrix_2002,2002,22,42394.8,-2248.94
1889,Hyundai_Matrix_2003,2003,21,42375.2,-1905.44
1890,Hyundai_Matrix_2004,2004,20,42324.24,-1561.27
1891,Hyundai_Matrix_2005,2005,19,42363.44,-1219.2
1892,Hyundai_Matrix_2006,2006,18,42363.44,-876.21
1893,Hyundai_Matrix_2007,2007,17,38337.6,-445.73
1894,Hyundai_Matrix_2008,2008,16,38337.6,-107.89
1895,Hyundai_Matrix_2009,2009,15,38259.2,231.61
1896,Hyundai_Matrix_2010,2010,14,38416.0,566.23
1897,Hyundai_Matrix_2011,2011,13,43257.2,825.53
1898,Hyundai_Santa Fe_2001,2001,23,62010.48,67281.66
1899,Hyundai_Santa Fe_2002,2002,22,61994.8,67254.91
1900,Hyundai_Santa Fe_2003,2003,21,61975.2,67228.51
1901,Hyundai_Santa Fe_2004,2004,20,61924.24,67206.11
1902,Hyundai_Santa Fe_2005,2005,19,61885.04,67181.51
1903,Hyundai_Santa Fe_2006,2006,18,61885.04,67151.56
1904,Hyundai_Santa Fe_2007,2007,17,61904.64,67119.34
1905,Hyundai_Santa Fe_2008,2008,16,84828.8,65265.68
1906,Hyundai_Santa Fe_2009,2009,15,83358.8,65431.29
1907,Hyundai_Santa Fe_2010,2010,14,83358.8,65510.04
1908,Hyundai_Santa Fe_2011,2011,13,83358.8,65588.79
1909,Hyundai_Santa Fe_2012,2012,12,89474.0,65410.62
1910,Hyundai_Santa Fe_2013,2013,11,99058.4,65200.18
1911,Hyundai_Santa Fe_2014,2014,10,100430.4,65292.56
1912,Hyundai_Santa Fe_2015,2015,9,100998.8,65411.39
1913,Hyundai_Santa Fe_2016,2016,8,108780.0,65396.9
1914,Hyundai_Santa Fe_2017,2017,7,123911.2,65343.67
1915,Hyundai_Santa Fe_2018,2018,6,126576.8,65498.31
1916,Hyundai_Sonata_1998,1998,26,54190.08,3977.74
1917,Hyundai_Sonata_1999,1999,25,54190.08,4283.46
1918,Hyundai_Sonata_2000,2000,24,54190.08,4589.19
1919,Hyundai_Sonata_2001,2001,23,50250.48,5050.48
1920,Hyundai_Sonata_2002,2002,22,54190.08,5200.64
1921,Hyundai_Sonata_2003,2003,21,56095.2,5444.83
1922,Hyundai_Sonata_2004,2004,20,56044.24,5755.01
1923,Hyundai_Sonata_2006,2006,18,63864.64,6188.29
1924,Hyundai_Sonata_2007,2007,17,63864.64,6507.09
1925,Hyundai_Sonata_2008,2008,16,66012.8,6787.77
1926,Hyundai_Sonata_2009,2009,15,57878.8,7258.24
1927,Hyundai_Sonata_2010,2010,14,59152.8,7545.11
1928,Hyundai_Sonata_2011,2011,13,59152.8,7858.07
1929,Hyundai_Terracan_2003,2003,21,71755.6,12283.8
1930,Hyundai_Terracan_2004,2004,20,71704.64,12576.69
1931,Hyundai_Terracan_2005,2005,19,71704.64,12868.08
1932,Hyundai_Terracan_2006,2006,18,73645.04,13111.74
1933,Hyundai_Terracan_2007,2007,17,75017.04,13375.32
1934,Hyundai_Terracan_2008,2008,16,77467.04,13622.48
1935,Hyundai_Trajet_2000,2000,24,60050.48,-4910.66
1936,Hyundai_Trajet_2001,2001,23,60050.48,-4544.04
1937,Hyundai_Trajet_2002,2002,22,60034.8,-4177.27
1938,Hyundai_Trajet_2003,2003,21,60015.2,-3810.49
1939,Hyundai_Trajet_2004,2004,20,59964.24,-3443.45
1940,Hyundai_Trajet_2005,2005,19,59944.64,-3076.71
1941,Hyundai_Trajet_2006,2006,18,59944.64,-2710.14
1942,Hyundai_Tucson_2004,2004,20,54084.24,61980.18
1943,Hyundai_Tucson_2005,2005,19,54064.64,61933.24
1944,Hyundai_Tucson_2006,2006,18,55632.64,61658.78
1945,Hyundai_Tucson_2007,2007,17,57200.64,61420.86
1946,Hyundai_Tucson_2008,2008,16,56565.6,61470.02
1947,Hyundai_Tucson_2009,2009,15,55370.0,61576.31
1948,Hyundai_Tucson_2010,2010,14,56722.4,61392.48
1949,Hyundai_Tucson_2015,2015,9,72500.4,60419.92
1950,Hyundai_Tucson_2016,2016,8,72500.4,60482.21
1951,Hyundai_Tucson_2017,2017,7,73676.4,60507.65
1952,Hyundai_Tucson_2018,2018,6,76832.0,60495.25
1953,Hyundai_Tucson_2019,2019,5,78008.0,60552.67
1954,Hyundai_Tucson_2020,2020,4,85162.0,60535.27
1955,Hyundai_Tucson_2021,2021,3,87122.0,60627.63
1956,Hyundai_Veloster_2011,2011,13,69815.2,25933.09
1957,Hyundai_Veloster_2012,2012,12,69815.2,26162.72
1958,Hyundai_Veloster_2013,2013,11,65856.0,26499.73
1959,Hyundai_Veloster_2014,2014,10,65856.0,26719.6
1960,Hyundai_i10_2008,2008,16,25127.2,27163.51
1961,Hyundai_i10_2009,2009,15,26283.6,26862.6
1962,Hyundai_i10_2010,2010,14,29047.2,26324.01
1963,Hyundai_i10_2011,2011,13,30066.4,26195.8
1964,Hyundai_i10_2012,2012,12,30713.2,26150.79
1965,Hyundai_i10_2013,2013,11,32496.8,25995.11
1966,Hyundai_i10_2014,2014,10,32496.8,26064.35
1967,Hyundai_i10_2015,2015,9,33476.8,26048.55
1968,Hyundai_i10_2016,2016,8,34652.8,26042.18
1969,Hyundai_i10_2017,2017,7,35044.8,26107.8
1970,Hyundai_i10_2018,2018,6,36632.4,26122.68
1971,Hyundai_i10_2019,2019,5,37926.0,26179.53
1972,Hyundai_i10_2020,2020,4,38416.0,26280.87
1973,Hyundai_i20_2009,2009,15,31438.4,38113.23
1974,Hyundai_i20_2010,2010,14,35926.8,37234.86
1975,Hyundai_i20_2011,2011,13,37102.8,37055.85
1976,Hyundai_i20_2012,2012,12,38572.8,36877.22
1977,Hyundai_i20_2013,2013,11,38572.8,36892.58
1978,Hyundai_i20_2014,2014,10,39356.8,36832.91
1979,Hyundai_i20_2015,2015,9,41708.8,36668.43
1980,Hyundai_i20_2016,2016,8,42884.8,36635.69
1981,Hyundai_i20_2017,2017,7,42884.8,36688.92
1982,Hyundai_i20_2018,2018,6,44413.6,36672.18
1983,Hyundai_i20_2019,2019,5,45824.8,36686.7
1984,Hyundai_i20_2020,2020,4,54684.0,36556.22
1985,Hyundai_i30_2007,2007,17,42453.6,44119.58
1986,Hyundai_i30_2008,2008,16,42453.6,44106.29
1987,Hyundai_i30_2009,2009,15,43061.2,44007.21
1988,Hyundai_i30_2010,2010,14,45746.4,43671.28
1989,Hyundai_i30_2011,2011,13,47510.4,43505.61
1990,Hyundai_i30_2012,2012,12,53292.4,43063.94
1991,Hyundai_i30_2013,2013,11,54174.4,43075.25
1992,Hyundai_i30_2014,2014,10,55350.4,43082.16
1993,Hyundai_i30_2015,2015,9,56526.4,43105.1
1994,Hyundai_i30_2016,2016,8,58839.2,43096.98
1995,Hyundai_i30_2017,2017,7,61700.8,43101.62
1996,Hyundai_i30_2018,2018,6,61700.8,43214.75
1997,Hyundai_i40_2011,2011,13,67522.0,57981.01
1998,Hyundai_i40_2012,2012,12,67522.0,58032.51
1999,Hyundai_i40_2013,2013,11,67522.0,58084.02
2000,Hyundai_i40_2014,2014,10,67522.0,58135.52
2001,Hyundai_i40_2015,2015,9,74676.0,57893.45
2002,Hyundai_i40_2016,2016,8,74676.0,57977.57
2003,Hyundai_i40_2017,2017,7,76988.8,57996.95
2004,Hyundai_i40_2018,2018,6,78948.8,58045.84
2005,Hyundai_i40_2019,2019,5,78948.8,58146.63
2006,Hyundai_i40_2020,2020,4,89121.2,58114.45
2007,Hyundai_i40_2021,2021,3,89121.2,58248.48
2008,Hyundai_i800_2008,2008,16,75381.6,61579.63
2009,Hyundai_i800_2009,2009,15,75714.8,61624.38
